ticket_number,customer_uuid,product_code,category_code,root_cause_code,ticket_status,priority,subject,created_date,channel,app_version,resolved_date,resolution_time_hours,customer_satisfaction_score
TKT-011263,f7c70349-46d0-4940-bfc8-41bd63659f75,DIN001,LOGIN,RC006,In Progress,Medium,Issue with dInvest Auto,2025-09-18,Web,v1.1,,,
TKT-011264,aff0bbb9-d75d-4072-a022-8d8b871ab784,DL001,ACCOUNT,RC004,In Progress,Critical,Issue with dSave Plus,2025-09-15,App,v1.1,,,
TKT-011265,db6eed27-1d3a-4c7a-8b98-ce19471c65c4,DS001,TRANSFER,RC006,Closed,Medium,Issue with dSave Premium,2025-09-27,Web,v1.1,2025-09-29,25.431961410833303,1.0
TKT-011266,03b853e6-1a34-45cb-8113-e6b011d37e5d,DS001,APP_CRASH,RC005,Closed,Low,Issue with dSave Premium,2025-09-20,App,v1.1,2025-09-22,68.48355280449543,2.0
TKT-011267,2814587b-5bab-4db4-ae4f-7876c686b066,DS002,LOAN,RC002,Closed,High,Issue with dSave Premium,2025-10-02,Phone,v1.1,2025-10-02,36.56837530926755,1.0
TKT-011268,caa111e2-6a4e-4fa6-80c3-7109978d1759,DI001,LOGIN,RC002,Closed,Medium,Issue with dProtect Plus,2025-09-13,Phone,v1.1,2025-09-15,11.657833737224829,4.0
TKT-011269,4b828d4c-0ea1-4736-bca0-ffce337ec11c,DS002,PAYMENT,RC007,Resolved,High,Issue with dProtect Plus,2025-09-23,Phone,v1.1,2025-09-25,5.50345319759453,5.0
TKT-011270,4367f5c9-e757-460f-a5f6-ec7a03b2c506,DS001,TRANSFER,RC004,Closed,High,Issue with dLoan Quick,2025-09-21,Web,v1.1,2025-09-23,50.61351095961734,4.0
TKT-011271,2da2b170-5be9-4c2e-8337-fd6fb971e6f0,DI001,SAVING,RC004,Closed,Medium,Issue with dSave Premium,2025-09-16,App,v1.1,2025-09-18,34.66600372578932,5.0
TKT-011272,d5a32421-1e3e-4306-80ac-15d340a1b3f0,DI001,LOGIN,RC001,Closed,Medium,Issue with dLoan Quick,2025-09-18,App,v1.1,2025-09-19,15.56400371349983,5.0
TKT-011273,0e757409-324d-4c77-9d07-0b9d5f876ba1,DI001,LOAN,RC001,Open,Medium,Issue with dSave Plus,2025-09-21,App,v1.1,,,
TKT-011274,18865cd0-370e-41ad-a2b3-c80c13a7c7c7,DS001,ACCOUNT,RC007,Open,Low,Issue with dInvest Pro,2025-09-18,App,v1.1,,,
TKT-011275,5b1bb211-7c50-4e7b-bd66-2f897e82dd5b,DS002,APP_CRASH,RC007,Closed,Low,Issue with dInvest Pro,2025-09-17,Phone,v1.1,2025-09-17,38.69859637424088,2.0
TKT-011276,42a8044b-0716-47c5-868f-ce7108b30ce2,DS001,ACCOUNT,RC008,Closed,Low,Issue with dProtect Plus,2025-09-21,App,v1.1,2025-09-21,2.6839012226064667,1.0
TKT-011277,abe85c8c-b9d8-4dca-bcdb-5a6321932932,DI002,SAVING,RC006,Closed,Low,Issue with dInvest Pro,2025-09-23,Web,v1.1,2025-09-23,2.554914748167831,3.0
TKT-011278,160a56e1-1cd2-4c9f-83ac-0d1b2cb15c02,DIN001,APP_CRASH,RC004,Closed,Critical,Issue with dLoan Quick,2025-10-01,Web,v1.2,2025-10-03,40.75275437204651,3.0
TKT-011279,d3573557-9943-4493-922c-3858818caa7b,DI002,LOAN,RC005,In Progress,Low,Issue with dInvest Auto,2025-09-18,Phone,v1.1,,,
TKT-011280,82f156a9-921a-49f5-ade5-32827a50e489,DIN002,LOAN,RC005,Resolved,Medium,Issue with dProtect Basic,2025-09-20,Web,v1.1,2025-09-21,12.601106939161582,4.0
TKT-011281,0fbaabbf-b02d-4f44-927b-7d37f48e515f,DL002,APP_CRASH,RC004,Closed,Low,Issue with dLoan Flexi,2025-10-08,Email,v1.1,2025-10-10,62.10025597137178,1.0
TKT-011282,0e614bcd-9767-4900-8651-0367cbdc4318,DIN001,SAVING,RC004,Closed,Medium,Issue with dLoan Quick,2025-10-04,Email,v1.1,2025-10-04,57.5979737834308,4.0
TKT-011283,df462490-edbd-4197-9ec7-244b137a21ff,DL002,LOAN,RC001,Closed,High,Issue with dProtect Basic,2025-09-26,App,v1.1,2025-09-27,51.53460024069107,2.0
TKT-011284,2ea9ef6c-4905-4b93-890a-83b4b639529e,DL002,SAVING,RC001,In Progress,Medium,Issue with dInvest Auto,2025-09-30,Web,v1.1,,,
TKT-011285,245c5b37-7a11-489e-9067-de0983161fee,DI001,LOGIN,RC006,In Progress,Low,Issue with dSave Plus,2025-09-17,App,v1.1,,,
TKT-011286,f4e21338-a3cb-42a7-ad92-091844dc20b2,DL002,APP_CRASH,RC004,Closed,Low,Issue with dLoan Quick,2025-09-16,App,v1.1,2025-09-17,60.20833682034114,3.0
TKT-011287,a39247d4-bdf4-4c76-9cd2-5c0465c3326b,DL001,ACCOUNT,RC003,Resolved,Medium,Issue with dLoan Flexi,2025-09-20,Web,v1.1,2025-09-21,26.07484313596846,2.0
TKT-011288,f659f7a1-ca64-4c5d-b2ca-c917863592c8,DL002,APP_CRASH,RC001,Closed,Low,Issue with dSave Premium,2025-10-04,Email,v1.1,2025-10-04,63.469747264363455,2.0
TKT-011289,a22489b0-7c6b-4c1d-9500-882de8a322c4,DIN001,LOAN,RC006,Closed,Medium,Issue with dSave Plus,2025-10-05,App,v1.1,2025-10-07,41.50221818340707,4.0
TKT-011290,ddaad4e4-816c-44ff-8285-a6c06df0e815,DIN001,TRANSFER,RC006,Closed,Low,Issue with dLoan Quick,2025-10-01,Phone,v1.1,2025-10-02,34.65575115382328,4.0
TKT-011291,1d26c752-9a30-443f-b34e-2c2c56d8a365,DS002,LOGIN,RC002,In Progress,Low,Issue with dSave Premium,2025-10-09,Phone,v1.1,,,
TKT-011292,4a6a180a-4c3b-47a9-b393-239ee46627b1,DL001,TRANSFER,RC003,Closed,Low,Issue with dLoan Flexi,2025-09-19,Email,v1.1,2025-09-19,42.84074368010083,5.0
TKT-011293,430783fc-f638-44be-8f58-78f51776bca2,DL002,APP_CRASH,RC001,Closed,Low,Issue with dSave Plus,2025-10-03,App,v1.1,2025-10-05,58.231955179980616,5.0
TKT-011294,c4df0d2f-058b-47ea-86f8-aa1decf1f1ff,DL001,SAVING,RC008,Closed,Medium,Issue with dLoan Quick,2025-09-20,Phone,v1.1,2025-09-21,12.607210167289823,4.0
TKT-011295,86fa422c-f8ff-456e-adaf-3b1dce68c173,DIN002,SAVING,RC003,Resolved,Medium,Issue with dSave Plus,2025-09-26,Phone,v1.1,2025-09-27,18.117272693150948,2.0
TKT-011296,8f900511-3ba9-4b2c-bcc4-9b5a5575fc3a,DS001,TRANSFER,RC001,Closed,High,Issue with dProtect Basic,2025-10-08,Phone,v1.1,2025-10-09,43.81150319532753,1.0
TKT-011297,82da6410-88f9-4f8b-b54e-e41c69890826,DI001,LOGIN,RC007,Resolved,Medium,Issue with dInvest Auto,2025-09-29,Web,v1.1,2025-10-01,10.776383674979336,4.0
TKT-011298,88973a4a-33b6-46dc-82d0-1c42fd595978,DI002,PAYMENT,RC001,Resolved,Low,Issue with dProtect Plus,2025-09-16,Phone,v1.1,2025-09-18,57.845792293197384,1.0
TKT-011299,5c34c368-8a1e-44b8-96c6-dc74b9fd7aed,DS002,TRANSFER,RC004,Closed,Medium,Issue with dSave Premium,2025-09-28,App,v1.1,2025-09-28,28.460460711571212,2.0
TKT-011300,e066b89d-d9d1-4c11-8d5b-a5cd311e336d,DS002,APP_CRASH,RC004,Open,Medium,Issue with dSave Plus,2025-10-04,Phone,v1.1,,,
TKT-011301,7ede9a85-2df8-457e-8bf3-b9ccfd6a6a65,DI001,APP_CRASH,RC006,Closed,Medium,Issue with dInvest Auto,2025-10-04,App,v1.1,2025-10-05,23.55870668925024,1.0
TKT-011302,06d97df4-6786-4f35-9692-7d876c3f9a43,DS002,SAVING,RC001,Open,Low,Issue with dLoan Flexi,2025-09-12,Phone,v1.1,,,
TKT-011303,f9c768ff-63cf-4d67-a2d8-2b75c7b78789,DL001,LOGIN,RC007,Closed,High,Issue with dInvest Pro,2025-09-26,Web,v1.1,2025-09-28,36.58191693591132,4.0
TKT-011304,93ab26ba-6224-4eb0-ab80-c1a93b118fe9,DIN001,TRANSFER,RC003,Open,High,Issue with dProtect Basic,2025-09-28,Web,v1.1,,,
TKT-011305,0068eeac-7cfb-49f6-8de0-4a849afe5363,DIN002,PAYMENT,RC005,Resolved,Medium,Issue with dSave Plus,2025-09-22,Web,v1.1,2025-09-23,51.46502780438029,2.0
TKT-011306,ce81b69b-0e0a-43ee-ae56-8fbbdb9083a2,DL002,LOAN,RC005,Closed,Medium,Issue with dLoan Flexi,2025-09-13,Web,v1.1,2025-09-14,53.036907672587674,4.0
TKT-011307,162f45ff-5404-465a-87f4-995588653f9f,DL002,TRANSFER,RC005,In Progress,Medium,Issue with dInvest Pro,2025-10-10,Email,v1.1,,,
TKT-011308,84838522-3c8f-4dcc-9632-39292410cdec,DS002,APP_CRASH,RC003,Resolved,Medium,Issue with dProtect Basic,2025-09-23,Web,v1.1,2025-09-25,10.98778075091812,2.0
TKT-011309,4adb6da1-7b71-42b0-afc7-7dad5fb0ca70,DI001,PAYMENT,RC007,Resolved,High,Issue with dInvest Auto,2025-09-26,Phone,v1.1,2025-09-28,62.87037747247781,3.0
TKT-011310,87cf3141-7906-4337-aba1-d6b23f4cba26,DS001,SAVING,RC006,Open,Medium,Issue with dLoan Quick,2025-09-19,App,v1.1,,,
TKT-011311,6912dd05-755a-4f74-9824-895978c54c80,DIN001,APP_CRASH,RC004,Closed,Medium,Issue with dLoan Flexi,2025-09-13,Phone,v1.1,2025-09-14,56.32617660413413,4.0
TKT-011312,832f65a7-a98e-4053-b789-4a08f1ba6e12,DL001,SAVING,RC005,Resolved,High,Issue with dInvest Pro,2025-09-26,Phone,v1.1,2025-09-28,33.04798760911688,1.0
TKT-011313,ed84acc9-413b-48c4-af22-9e93cfdea771,DL001,LOAN,RC005,Resolved,Medium,Issue with dSave Plus,2025-10-01,Phone,v1.1,2025-10-01,47.03063342665599,4.0
TKT-011314,94e243e6-ba74-40c4-9f65-ef7f6a85dcda,DIN002,LOGIN,RC006,Open,Medium,Issue with dProtect Basic,2025-09-29,Phone,v1.1,,,
TKT-011315,02b83691-a7c2-4d85-b8a0-0bf1c039342a,DL001,TRANSFER,RC003,Open,Medium,Issue with dLoan Flexi,2025-09-19,Web,v1.1,,,
TKT-011316,b7ba98a5-f6f1-4096-bd9d-d963d91eb551,DS002,LOAN,RC004,Resolved,Low,Issue with dLoan Quick,2025-09-17,App,v1.1,2025-09-19,22.66032896350528,4.0
TKT-011317,7d0e4e54-648c-444c-9e2c-a5d5d5b16f34,DS001,APP_CRASH,RC004,Closed,Medium,Issue with dProtect Basic,2025-10-01,Phone,v1.1,2025-10-02,65.23111546902197,4.0
TKT-011318,404a4f41-7302-465c-a7fe-433cd0b69d61,DIN001,PAYMENT,RC003,Closed,Low,Issue with dLoan Quick,2025-10-07,Email,v1.1,2025-10-08,34.78318753959804,5.0
TKT-011319,314e69d3-a647-4365-ad19-031e94b8becf,DS002,SAVING,RC005,Closed,Low,Issue with dProtect Basic,2025-09-29,Web,v1.1,2025-09-30,58.984481775080084,1.0
TKT-011320,f125ec2b-04e1-45c8-a3c9-52bc0a74b40d,DL001,APP_CRASH,RC007,In Progress,Medium,Issue with dSave Plus,2025-10-03,Email,v1.1,,,
TKT-011321,d8177147-b6fc-4b5b-b488-e7a471b949dc,DL002,SAVING,RC005,Closed,High,Issue with dSave Plus,2025-10-03,Phone,v1.1,2025-10-05,27.551925242163854,3.0
TKT-011322,f2ccb570-8d44-43bf-ac3c-523862bba658,DI002,LOGIN,RC002,Closed,Medium,Issue with dLoan Quick,2025-10-04,Web,v1.1,2025-10-04,36.943983168279345,4.0
TKT-011323,a46ee99e-ae4e-489f-9659-d69f4ecad266,DIN001,SAVING,RC002,Closed,Medium,Issue with dSave Premium,2025-09-18,App,v1.1,2025-09-18,46.7258937902278,4.0
TKT-011324,99972e5d-89d8-4fdd-b72b-5a14d3aa55cc,DL001,PAYMENT,RC006,Resolved,Medium,Issue with dLoan Flexi,2025-09-25,Web,v1.1,2025-09-26,57.98164683692515,1.0
TKT-011325,33fc4ad4-1dc8-42fb-9b9f-e5129eac3197,DI001,LOGIN,RC008,Closed,Critical,Issue with dSave Plus,2025-10-07,Email,v1.1,2025-10-09,39.62440385531286,2.0
TKT-011326,e8a43f64-44fc-4a89-938e-69f0011d28ca,DL002,TRANSFER,RC006,Closed,Low,Issue with dSave Plus,2025-10-09,Phone,v1.2,2025-10-10,12.650984863649493,3.0
TKT-011327,129c717f-636d-4e12-a52b-473ad2cdb683,DS001,SAVING,RC003,Closed,Critical,Issue with dProtect Plus,2025-10-04,Phone,v1.1,2025-10-05,2.9330183572927697,5.0
TKT-011328,7ad928e2-9070-4113-81be-6a7459942d5f,DIN002,APP_CRASH,RC006,Closed,Low,Issue with dSave Plus,2025-09-14,Email,v1.1,2025-09-16,19.877730448342867,4.0
TKT-011329,17dfb31c-5848-4854-b08c-28084fd461dd,DIN002,TRANSFER,RC004,Closed,Low,Issue with dInvest Pro,2025-10-07,Phone,v1.1,2025-10-08,0.6782485634911944,5.0
TKT-011330,0bda1303-ae69-416c-986d-16a4022ef27a,DL001,LOGIN,RC005,Closed,Low,Issue with dSave Premium,2025-09-21,App,v1.1,2025-09-21,66.96212760837112,5.0
TKT-011331,5ec3a5dd-5cc4-4ec5-8e90-a6667e4b2724,DS001,SAVING,RC006,Open,Medium,Issue with dInvest Auto,2025-10-07,Web,v1.1,,,
TKT-011332,11fe7089-f77f-4392-a889-6624e9a149a1,DI002,SAVING,RC001,Closed,Critical,Issue with dLoan Quick,2025-10-10,Email,v1.1,2025-10-10,56.7618391546134,4.0
TKT-011333,fbffa9e3-90c2-4bf0-ba61-d601b2030b2f,DI002,TRANSFER,RC007,Resolved,High,Issue with dInvest Auto,2025-09-29,App,v1.1,2025-09-30,18.441738168254364,1.0
TKT-011334,4759de91-e23d-45b9-ab65-c30cbd40894c,DI001,ACCOUNT,RC008,Closed,Medium,Issue with dLoan Flexi,2025-10-05,App,v1.1,2025-10-05,49.70498541147826,5.0
TKT-011335,02c8feff-029d-4d1a-8621-b02d802a90c1,DI001,LOGIN,RC003,Resolved,Low,Issue with dInvest Pro,2025-09-16,Email,v1.1,2025-09-17,41.13845714863077,4.0
TKT-011336,ea4e6358-0abd-491a-92a8-f4ef2fdedd7c,DI002,TRANSFER,RC006,Closed,Medium,Issue with dSave Plus,2025-10-08,App,v1.1,2025-10-08,15.047824922567512,3.0
TKT-011337,b5193bea-ec1d-4d06-8a69-610e5994bd7b,DL001,SAVING,RC006,Closed,Medium,Issue with dLoan Quick,2025-10-03,App,v1.1,2025-10-03,27.089466055887886,2.0
TKT-011338,91c46efc-fcb8-46bb-a8c0-cbef57b936b0,DL001,LOGIN,RC006,Closed,High,Issue with dLoan Flexi,2025-09-27,Email,v1.1,2025-09-27,10.136697065595929,3.0
TKT-011339,6d27c872-a90d-4b97-abcc-db5e8a7d9452,DI002,APP_CRASH,RC004,Closed,Medium,Issue with dInvest Auto,2025-09-15,Phone,v1.1,2025-09-15,16.37903613990374,5.0
TKT-011340,80be1a81-f7b5-450a-af9b-3ae1d3ef5829,DL002,SAVING,RC008,Resolved,Low,Issue with dLoan Flexi,2025-09-20,App,v1.1,2025-09-20,20.396849401339907,2.0
TKT-011341,3e4727fd-c51c-41f4-bbcf-2b31902bd154,DL002,PAYMENT,RC004,Closed,Medium,Issue with dSave Plus,2025-09-26,Email,v1.1,2025-09-28,11.881812536240144,1.0
TKT-011342,b91d628d-e7be-43ad-b4aa-cfa74a559e0e,DL001,TRANSFER,RC003,In Progress,Medium,Issue with dLoan Flexi,2025-09-28,Email,v1.1,,,
TKT-011343,391fc223-f944-4307-a523-6ff58c08166c,DIN002,SAVING,RC008,Closed,Medium,Issue with dSave Plus,2025-09-19,Web,v1.1,2025-09-20,53.33077319434242,5.0
TKT-011344,5d798eff-d3e4-4c7d-8075-6d32dd37a041,DS001,PAYMENT,RC007,Open,High,Issue with dProtect Basic,2025-09-15,Web,v1.1,,,
TKT-011345,2a137823-5f53-4352-a899-198a5fed4d0e,DS001,APP_CRASH,RC001,Closed,Low,Issue with dInvest Auto,2025-09-15,App,v1.1,2025-09-15,51.97048921381744,2.0
TKT-011346,0b752d64-345b-4723-9c23-a4d69317b99c,DI002,PAYMENT,RC004,Closed,Low,Issue with dProtect Plus,2025-10-01,Web,v1.2,2025-10-02,48.43812358766511,2.0
TKT-011347,9506b629-ada7-42d1-ac00-bc8214b46e11,DL001,ACCOUNT,RC003,Resolved,Medium,Issue with dProtect Basic,2025-09-18,Web,v1.1,2025-09-19,62.0825124148394,1.0
TKT-011348,552e3ac6-f00d-474a-8cf2-4bf44f89079d,DS001,LOAN,RC002,Closed,Low,Issue with dProtect Plus,2025-09-16,Email,v1.1,2025-09-17,34.935107534347104,5.0
TKT-011349,f0cf6627-eb77-4f44-a9a9-cdc1a1e48fb9,DI002,LOAN,RC002,Closed,Medium,Issue with dSave Premium,2025-10-01,Web,v1.1,2025-10-01,65.64565779572592,1.0
TKT-011350,71eb9eba-fad0-4006-9b7f-0198a2164910,DS001,SAVING,RC002,Closed,High,Issue with dProtect Plus,2025-09-23,App,v1.1,2025-09-23,60.029286104746724,4.0
TKT-011351,285dcbec-fcf5-4df2-89bb-363f6f101b7f,DS002,LOAN,RC001,Open,High,Issue with dInvest Auto,2025-10-02,Web,v1.1,,,
TKT-011352,3cac6636-082a-43b3-b1a8-3b5049080b5f,DIN001,APP_CRASH,RC001,Closed,Low,Issue with dInvest Pro,2025-09-27,Phone,v1.1,2025-09-29,58.17564206320945,1.0
TKT-011353,9cacdbbd-ab31-4366-8eab-4cb73893c7de,DIN001,APP_CRASH,RC003,In Progress,Low,Issue with dProtect Plus,2025-10-11,App,v1.1,,,
TKT-011354,de1b4310-4c07-4ed2-9d1e-6b6de8409bf0,DIN001,PAYMENT,RC005,In Progress,Low,Issue with dSave Premium,2025-09-28,Web,v1.1,,,
TKT-011355,e45633de-3d05-4da4-8432-ff3733aa708e,DI001,ACCOUNT,RC007,Resolved,Medium,Issue with dProtect Basic,2025-09-19,Web,v1.1,2025-09-19,34.05682739972786,4.0
TKT-011356,55ca6bd8-8881-4a5f-a5b6-22efedd1d4fd,DIN001,SAVING,RC006,Resolved,Medium,Issue with dInvest Auto,2025-09-13,Email,v1.1,2025-09-14,48.985669285928516,2.0
TKT-011357,1b7d6eac-06bb-4da4-857d-71a9531f210d,DL002,ACCOUNT,RC005,Closed,Medium,Issue with dInvest Auto,2025-09-24,Email,v1.1,2025-09-25,33.272075666938115,4.0
TKT-011358,c8757d06-1203-4b06-a2a4-0afedcb71b1f,DS002,TRANSFER,RC007,Resolved,Critical,Issue with dInvest Auto,2025-09-19,Email,v1.1,2025-09-19,50.57802450139913,4.0
TKT-011359,94924d6e-7fef-43dc-8564-fc95f2ca488c,DS002,LOAN,RC005,Resolved,Medium,Issue with dLoan Flexi,2025-09-24,Phone,v1.1,2025-09-25,50.07710482221092,1.0
TKT-011360,47674e52-7557-4271-a2da-b77d04180b48,DS002,LOAN,RC008,In Progress,Medium,Issue with dInvest Pro,2025-10-05,Phone,v1.1,,,
TKT-011361,2f44ec85-1777-483f-9acd-b9c612c13de7,DS002,LOGIN,RC004,Closed,Medium,Issue with dLoan Flexi,2025-09-23,Email,v1.1,2025-09-24,13.016786247458263,5.0
TKT-011362,6645bcfe-80b7-410a-aa09-6113f58ce228,DS001,SAVING,RC008,Closed,Critical,Issue with dProtect Plus,2025-10-01,Email,v1.1,2025-10-01,66.26924976940714,3.0
TKT-011363,9eb3319b-c08b-422e-96d8-106b74a16729,DIN001,SAVING,RC004,Open,High,Issue with dInvest Auto,2025-09-18,Phone,v1.1,,,
TKT-011364,a981b098-b2cf-452d-a7f3-33b3f7baf55e,DIN002,PAYMENT,RC003,Closed,Medium,Issue with dLoan Flexi,2025-10-03,Phone,v1.1,2025-10-06,10.90150853705218,3.0
TKT-011365,0170981d-43df-494b-858b-6857401f03cf,DIN001,PAYMENT,RC008,Resolved,Medium,Issue with dInvest Auto,2025-09-24,Phone,v1.1,2025-09-24,5.18546258827247,2.0
TKT-011366,9f0f3c9a-5b07-474d-8d6b-83e0191b3cd3,DIN002,ACCOUNT,RC005,Closed,Medium,Issue with dLoan Flexi,2025-10-10,Email,v1.1,2025-10-13,12.947518044663001,4.0
TKT-011367,49d61586-02d4-4aad-af4e-31feb93b4061,DIN001,ACCOUNT,RC001,In Progress,High,Issue with dInvest Pro,2025-09-18,App,v1.1,,,
TKT-011368,41878a14-1c05-4631-af63-4ef96633cba5,DL002,TRANSFER,RC006,Closed,Low,Issue with dLoan Quick,2025-09-30,Phone,v1.1,2025-10-01,8.6234517782118,3.0
TKT-011369,c244d238-6480-4bdf-abb2-c029be7ebf2d,DS001,LOAN,RC006,Closed,Low,Issue with dSave Plus,2025-10-03,App,v1.1,2025-10-05,37.91821182376561,2.0
TKT-011370,9f1a7077-f82c-4d42-a9ef-531905572a24,DI002,SAVING,RC002,Resolved,High,Issue with dInvest Pro,2025-09-19,Email,v1.1,2025-09-21,6.920910194325645,3.0
TKT-011371,f0c03d24-ddb7-4fd6-b0f2-3c2e03ab581e,DL002,LOAN,RC002,Open,Low,Issue with dInvest Auto,2025-09-25,Phone,v1.1,,,
TKT-011372,d4191aa9-96f3-4768-a706-317957f44e83,DS002,ACCOUNT,RC004,Closed,Low,Issue with dSave Premium,2025-09-18,Web,v1.1,2025-09-18,66.06154164535562,4.0
TKT-011373,e5f12547-81bc-4645-9fec-b09a62868b5e,DS002,ACCOUNT,RC008,Resolved,Medium,Issue with dSave Premium,2025-10-06,Phone,v1.1,2025-10-07,5.068386624338821,2.0
TKT-011374,cb9daa38-9ddb-4271-8084-2a8eef380e6f,DS002,PAYMENT,RC004,In Progress,Medium,Issue with dLoan Flexi,2025-09-18,App,v1.2,,,
TKT-011375,ac28897b-22fc-48cc-9d8b-8e72bff9f73e,DIN002,PAYMENT,RC005,Closed,Low,Issue with dLoan Quick,2025-09-16,App,v1.1,2025-09-18,26.566498501302732,1.0
TKT-011376,98a8a428-266e-4b23-a277-63f8fb634b0b,DL002,LOGIN,RC004,Closed,Medium,Issue with dLoan Quick,2025-09-15,Web,v1.1,2025-09-16,34.868896500120805,3.0
TKT-011377,c7d70307-b052-4e5e-b688-35fdd42f009f,DIN001,LOAN,RC005,Resolved,Medium,Issue with dSave Plus,2025-09-14,Email,v1.2,2025-09-14,50.674421198441784,3.0
TKT-011378,b967a2c5-54db-497e-9c25-10314a7e6405,DL001,SAVING,RC006,Resolved,High,Issue with dInvest Pro,2025-09-20,App,v1.1,2025-09-21,60.94218130806196,4.0
TKT-011379,c5ce30b8-da74-4a2e-91fb-ea50b06d9313,DS001,APP_CRASH,RC006,Resolved,Medium,Issue with dProtect Basic,2025-09-12,Web,v1.1,2025-09-12,53.74457048539492,2.0
TKT-011380,681ff528-52ec-43ca-ae95-7e1c667a6370,DIN001,APP_CRASH,RC008,Resolved,Medium,Issue with dInvest Pro,2025-10-03,Email,v1.1,2025-10-05,33.370119545787006,2.0
TKT-011381,6f163201-022d-42de-af4f-a1917d50c5aa,DIN002,LOAN,RC008,Resolved,Medium,Issue with dInvest Pro,2025-09-15,Email,v1.1,2025-09-17,5.12526680983088,1.0
TKT-011382,858d56ab-b595-4d4c-a100-9e1c33901997,DIN001,LOAN,RC006,Resolved,Low,Issue with dLoan Quick,2025-09-21,Phone,v1.1,2025-09-22,35.6716973738346,4.0
TKT-011383,789b00f9-e1a4-43c7-80e1-07b8f085429f,DI002,APP_CRASH,RC008,Closed,High,Issue with dInvest Pro,2025-10-07,Web,v1.1,2025-10-09,42.98331383340142,1.0
TKT-011384,bddb927a-152a-4638-ab52-c00f4f69da5b,DS001,PAYMENT,RC001,In Progress,Medium,Issue with dSave Plus,2025-09-14,Email,v1.1,,,
TKT-011385,801d9f3c-6c56-4894-a3da-32e85e45c883,DIN002,APP_CRASH,RC005,Closed,Low,Issue with dProtect Plus,2025-09-28,Web,v1.1,2025-09-28,70.56144388516982,3.0
TKT-011386,d015999f-9715-4024-9c1e-96207ebb3373,DI002,SAVING,RC004,Closed,High,Issue with dSave Premium,2025-09-19,Phone,v1.1,2025-09-19,41.421006206673745,3.0
TKT-011387,6d14e22c-9f31-4a1e-9251-011d3b669506,DS002,TRANSFER,RC005,In Progress,Critical,Issue with dInvest Pro,2025-10-01,Web,v1.1,,,
TKT-011388,d3ff7e55-42ec-4b8d-a700-ceeedcba09e8,DIN001,ACCOUNT,RC002,Closed,Medium,Issue with dSave Premium,2025-09-13,Phone,v1.1,2025-09-14,62.71781168064716,2.0
TKT-011389,8991d795-9f7c-4a2c-932e-1721f456985d,DL001,LOAN,RC008,Resolved,Medium,Issue with dSave Plus,2025-09-26,Phone,v1.1,2025-09-27,34.95033364233782,3.0
TKT-011390,8ebdde46-aef5-455f-8bc5-4df7a74524d6,DL001,TRANSFER,RC001,Resolved,Medium,Issue with dInvest Pro,2025-09-20,Phone,v1.1,2025-09-20,22.327647360534147,1.0
TKT-011391,87876ec3-207b-4240-941e-f895e70cbf78,DIN001,TRANSFER,RC004,Closed,Low,Issue with dSave Premium,2025-09-24,Phone,v1.2,2025-09-26,32.97610154260927,4.0
TKT-011392,6c45fd3e-d6b7-479a-969a-767ffcdbd046,DS002,LOGIN,RC001,In Progress,Medium,Issue with dProtect Plus,2025-09-17,Email,v1.1,,,
TKT-011393,f49d0b66-a5ae-4e7a-b56a-de9f0925edc4,DI002,APP_CRASH,RC007,Closed,Low,Issue with dProtect Basic,2025-09-26,Phone,v1.1,2025-09-27,8.484411546056933,4.0
TKT-011394,d926af83-30aa-4da0-a296-e65e0f04d7e5,DI001,SAVING,RC001,Resolved,Medium,Issue with dProtect Plus,2025-10-07,Web,v1.2,2025-10-09,56.74869549808982,3.0
TKT-011395,47477162-d41e-4304-aa6d-87c6fe293157,DIN001,ACCOUNT,RC008,Resolved,High,Issue with dLoan Quick,2025-09-29,Web,v1.1,2025-10-01,13.51935653915192,5.0
TKT-011396,c07159ec-d6c8-463b-ad2d-bca27f814c71,DS001,LOGIN,RC003,Resolved,Critical,Issue with dLoan Flexi,2025-09-23,Web,v1.1,2025-09-25,52.872605234672285,4.0
TKT-011397,013e7bbe-3fc9-4ae8-9a46-49172780272c,DL001,LOAN,RC005,Resolved,Medium,Issue with dInvest Pro,2025-09-18,App,v1.1,2025-09-19,31.26670521355653,5.0
TKT-011398,2bb2c51f-7023-4aca-9ee6-fdea9534ee94,DI001,TRANSFER,RC006,Closed,Low,Issue with dSave Plus,2025-09-15,App,v1.1,2025-09-17,22.036940194955257,1.0
TKT-011399,0be230e6-5ba3-4bd8-82b2-4638bdf5ce83,DS002,APP_CRASH,RC001,Open,Low,Issue with dProtect Basic,2025-09-28,Phone,v1.1,,,
TKT-011400,21f5ddb3-9019-40da-a6b1-836e7baf67ca,DS001,LOGIN,RC006,Open,Medium,Issue with dSave Plus,2025-10-07,Email,v1.1,,,
TKT-011401,a1cf98ad-7930-42b9-9dd1-7dbd0910fb47,DL002,LOGIN,RC006,Open,Medium,Issue with dProtect Basic,2025-09-30,Web,v1.1,,,
TKT-011402,fbf68fa0-e593-4bb7-bae8-34d9acebda84,DI001,PAYMENT,RC001,Closed,Medium,Issue with dSave Premium,2025-10-11,Phone,v1.1,2025-10-13,21.999212156510072,4.0
TKT-011403,2ef2cafe-5d2e-4783-aa66-8d081134334b,DL001,LOAN,RC004,Closed,High,Issue with dInvest Pro,2025-09-12,App,v1.1,2025-09-14,3.8308168057048286,1.0
